"run_id","estimator","estimand","treatment","outcome","family","horizon","treatment_mode","binary","estimate","se","ci_low","ci_high","p","n","notes","design","run_stage_id","pipeline_run_id","run_timestamp_utc","run_config_id","run_config_path","p_perm","q_bh","q_rw"
"20260406T131356_dml_iv","dml_iv","ate","ui_benefits","poverty_child_q","other",2,"shock",FALSE,NA,NA,NA,NA,NA,112,"skip:no_instrument","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_child_q_h2_shock_oosexpanding.csv","dml_iv","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.963455149501661,NA,NA
"20260406T131356_dml_iv","dml_iv","ate","ui_benefits","poverty_all_q","other",2,"shock",FALSE,NA,NA,NA,NA,NA,112,"skip:no_instrument","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_all_q_h2_shock_oosexpanding.csv","dml_iv","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.900332225913621,NA,NA
"20260406T131356_dml","dml","ate","ui_benefits","poverty_all_q","other",4,"shock",FALSE,1.37433722814757e-05,4.48995099264917e-06,4.9430683358833e-06,2.2543676227068e-05,0.0027786796298568,111,"crossfit residual-on-residual","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_all_q_h4_shock_oosexpanding.csv","dml","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.823920265780731,0.0391835927844603,0.283425322245394
"20260406T131356_dml_iv","dml_iv","ate","ui_benefits","poverty_all_q","other",4,"shock",FALSE,NA,NA,NA,NA,NA,111,"skip:no_instrument","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_all_q_h4_shock_oosexpanding.csv","dml_iv","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.823920265780731,NA,NA
"20260406T131356_dml","dml","ate","ui_benefits","poverty_all_q","other",8,"shock",FALSE,3.12531384029062e-05,1.95116287236811e-05,-6.98965389550873e-06,6.94959307013212e-05,0.112182540420974,108,"crossfit residual-on-residual","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_all_q_h8_shock_oosexpanding.csv","dml","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.790697674418605,0.269238097010338,1
"20260406T131356_dml_iv","dml_iv","ate","ui_benefits","poverty_all_q","other",8,"shock",FALSE,NA,NA,NA,NA,NA,108,"skip:no_instrument","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_all_q_h8_shock_oosexpanding.csv","dml_iv","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.790697674418605,NA,NA
"20260406T131356_tmle","tmle","ate","ui_benefits","poverty_child_q","other",2,"shock",TRUE,-1.79156924119151,5.71527110110793,-12.993500599363,9.41036211698002,0.753923182966552,112,"TMLE targeting update with HAC influence-curve SE","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_child_q_h2_shock_oosexpanding.csv","tmle","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.963455149501661,0.829036508400455,1
"20260406T131356_tmle","tmle","ate","ui_benefits","poverty_all_q","other",2,"shock",TRUE,0.656268568321369,2.1754886246537,-3.60768913599989,4.92022627264263,0.762907524683244,112,"TMLE targeting update with HAC influence-curve SE","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_all_q_h2_shock_oosexpanding.csv","tmle","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.900332225913621,0.829036508400455,1
"20260406T131356_tmle","tmle","ate","ui_benefits","poverty_all_q","other",4,"shock",TRUE,137.000592125784,82.0482858823264,-23.8140482035756,297.815232455144,0.0949677106262983,111,"TMLE targeting update with HAC influence-curve SE","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_all_q_h4_shock_oosexpanding.csv","tmle","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.823920265780731,0.257289899970837,1
"20260406T131356_tmle","tmle","ate","ui_benefits","poverty_all_q","other",8,"shock",TRUE,4.05613920180423,12.3920257682347,-20.2322313039358,28.3445097075443,0.743427006608433,108,"TMLE targeting update with HAC influence-curve SE","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_all_q_h8_shock_oosexpanding.csv","tmle","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.790697674418605,0.829036508400455,1
"20260406T131356_cf","cf","ate","ui_benefits","poverty_child_q","other",2,"shock",FALSE,3.50826864361308e-05,NA,NA,NA,NA,90,"lm_fallback","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_child_q_h2_shock_oosexpanding.csv","cf","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.963455149501661,NA,NA
"20260406T131356_cf","cf","ate","ui_benefits","poverty_all_q","other",4,"shock",FALSE,3.45782124032752e-05,NA,NA,NA,NA,88,"lm_fallback","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_all_q_h4_shock_oosexpanding.csv","cf","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.823920265780731,NA,NA
"20260406T131356_cf","cf","ate","ui_benefits","poverty_all_q","other",8,"shock",FALSE,-1.47793391695155e-05,NA,NA,NA,NA,84,"lm_fallback","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_all_q_h8_shock_oosexpanding.csv","cf","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.790697674418605,NA,NA
"20260406T131356_cf","cf","ate","ui_benefits","poverty_all_q","other",2,"shock",FALSE,2.62193621691453e-05,NA,NA,NA,NA,90,"lm_fallback","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_all_q_h2_shock_oosexpanding.csv","cf","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.900332225913621,NA,NA
"20260406T131356_lp","lp","ate","ui_benefits","gini_households_q","other",4,"shock",FALSE,8.67183550198189e-08,3.12579272220794e-08,2.54528176645433e-08,1.47983892375094e-07,0.0070874759987634,111,"hac","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_gini_households_q_h4_shock_oosexpanding.csv","lp","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.98671096345515,0.0649964431936779,0.694572647878813
"20260406T131356_lp","lp","ate","ui_benefits","poverty_child_q","other",8,"shock",FALSE,6.72112537225775e-06,1.04655855623142e-05,-1.37914223298781e-05,2.72336730743936e-05,0.522926918183276,108,"hac","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_child_q_h8_shock_oosexpanding.csv","lp","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.770764119601329,0.660789635628904,1
"20260406T131357_lp_iv","lp_iv","ate","ui_benefits","gini_households_q","other",4,"shock",FALSE,NA,NA,NA,NA,NA,111,"skip:no_instrument","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_gini_households_q_h4_shock_oosexpanding.csv","lp_iv","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.98671096345515,NA,NA
"20260406T131357_lp","lp","ate","ui_benefits","poverty_child_q","other",4,"shock",FALSE,1.48866024168454e-05,1.5278862362001e-05,-1.50599678126766e-05,4.48331726463673e-05,0.333249424231996,111,"hac","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_child_q_h4_shock_oosexpanding.csv","lp","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.760797342192691,0.537178176373964,1
"20260406T131357_lp","lp","ate","ui_benefits","gini_households_q","other",2,"shock",FALSE,6.46336392422008e-08,2.33645484567877e-08,1.8839124266897e-08,1.10428154217505e-07,0.00722182702151977,112,"hac","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_gini_households_q_h2_shock_oosexpanding.csv","lp","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.850498338870432,0.0649964431936779,0.700517221087418
"20260406T131357_lp_iv","lp_iv","ate","ui_benefits","poverty_child_q","other",4,"shock",FALSE,NA,NA,NA,NA,NA,111,"skip:no_instrument","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_child_q_h4_shock_oosexpanding.csv","lp_iv","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.760797342192691,NA,NA
"20260406T131357_lp_iv","lp_iv","ate","ui_benefits","poverty_child_q","other",8,"shock",FALSE,NA,NA,NA,NA,NA,108,"skip:no_instrument","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_child_q_h8_shock_oosexpanding.csv","lp_iv","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.770764119601329,NA,NA
"20260406T131357_lp_iv","lp_iv","ate","ui_benefits","gini_households_q","other",2,"shock",FALSE,NA,NA,NA,NA,NA,112,"skip:no_instrument","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_gini_households_q_h2_shock_oosexpanding.csv","lp_iv","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.850498338870432,NA,NA
"20260406T131357_dml","dml","ate","ui_benefits","poverty_child_q","other",4,"shock",FALSE,4.99684518147518e-05,1.58621782589394e-05,1.88785824272307e-05,8.1058321202273e-05,0.00210651877950928,111,"crossfit residual-on-residual","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_child_q_h4_shock_oosexpanding.csv","dml","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.760797342192691,0.037917338031167,0.216971434289456
"20260406T131357_dml_iv","dml_iv","ate","ui_benefits","poverty_child_q","other",4,"shock",FALSE,NA,NA,NA,NA,NA,111,"skip:no_instrument","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_child_q_h4_shock_oosexpanding.csv","dml_iv","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.760797342192691,NA,NA
"20260406T131357_dml","dml","ate","ui_benefits","poverty_child_q","other",8,"shock",FALSE,5.75933600288855e-05,3.20383993809105e-05,-5.20190275769909e-06,0.00012038862281547,0.075081827564795,108,"crossfit residual-on-residual","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_child_q_h8_shock_oosexpanding.csv","dml","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.770764119601329,0.257289899970837,1
"20260406T131357_dml_iv","dml_iv","ate","ui_benefits","poverty_child_q","other",8,"shock",FALSE,NA,NA,NA,NA,NA,108,"skip:no_instrument","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_child_q_h8_shock_oosexpanding.csv","dml_iv","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.770764119601329,NA,NA
"20260406T131357_dml","dml","ate","ui_benefits","gini_households_q","other",2,"shock",FALSE,6.54313355633811e-09,8.07803287905742e-09,-9.28981088661444e-09,2.23760779992907e-08,0.419694176571298,112,"crossfit residual-on-residual","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_gini_households_q_h2_shock_oosexpanding.csv","dml","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.850498338870432,0.584838469597399,1
"20260406T131357_dml","dml","ate","ui_benefits","gini_households_q","other",4,"shock",FALSE,1.01503905561795e-08,1.59626226212632e-08,-2.11363497814964e-08,4.14371308938554e-08,0.526184339482275,111,"crossfit residual-on-residual","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_gini_households_q_h4_shock_oosexpanding.csv","dml","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.98671096345515,0.660789635628904,1
"20260406T131357_dml_iv","dml_iv","ate","ui_benefits","gini_households_q","other",2,"shock",FALSE,NA,NA,NA,NA,NA,112,"skip:no_instrument","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_gini_households_q_h2_shock_oosexpanding.csv","dml_iv","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.850498338870432,NA,NA
"20260406T131357_dml_iv","dml_iv","ate","ui_benefits","gini_households_q","other",4,"shock",FALSE,NA,NA,NA,NA,NA,111,"skip:no_instrument","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_gini_households_q_h4_shock_oosexpanding.csv","dml_iv","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.98671096345515,NA,NA
"20260406T131357_tmle","tmle","ate","ui_benefits","poverty_child_q","other",4,"shock",TRUE,194.764629008504,116.113244607328,-32.8173304218579,422.346588438867,0.0934705628300043,111,"TMLE targeting update with HAC influence-curve SE","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_child_q_h4_shock_oosexpanding.csv","tmle","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.760797342192691,0.257289899970837,1
"20260406T131357_cf","cf","ate","ui_benefits","poverty_child_q","other",4,"shock",FALSE,3.74520942189918e-05,NA,NA,NA,NA,88,"lm_fallback","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_child_q_h4_shock_oosexpanding.csv","cf","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.760797342192691,NA,NA
"20260406T131357_tmle","tmle","ate","ui_benefits","poverty_child_q","other",8,"shock",TRUE,5.59517563230203,18.9358163449809,-31.5190244038605,42.7093756684646,0.767626396667088,108,"TMLE targeting update with HAC influence-curve SE","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_child_q_h8_shock_oosexpanding.csv","tmle","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.770764119601329,0.829036508400455,1
"20260406T131357_cf","cf","ate","ui_benefits","poverty_child_q","other",8,"shock",FALSE,1.30722585426759e-05,NA,NA,NA,NA,84,"lm_fallback","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_poverty_child_q_h8_shock_oosexpanding.csv","cf","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.770764119601329,NA,NA
"20260406T131357_tmle","tmle","ate","ui_benefits","gini_households_q","other",2,"shock",TRUE,0.00562956164921045,0.00836884998750114,-0.0107733843262918,0.0220325076247127,0.501150617342943,112,"TMLE targeting update with HAC influence-curve SE","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_gini_households_q_h2_shock_oosexpanding.csv","tmle","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.850498338870432,0.650748402093185,1
"20260406T131357_tmle","tmle","ate","ui_benefits","gini_households_q","other",4,"shock",TRUE,0.836920344562355,0.508750633419018,-0.160230896938921,1.83407158606363,0.0999594537870039,111,"TMLE targeting update with HAC influence-curve SE","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_gini_households_q_h4_shock_oosexpanding.csv","tmle","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.98671096345515,0.262389832592609,1
"20260406T131357_cf","cf","ate","ui_benefits","gini_households_q","other",4,"shock",FALSE,5.35703516728079e-07,NA,NA,NA,NA,88,"lm_fallback","/Users/shanewray/tmp/ea_bridge_run/results/dass-R/poverty_outcomes_bridge/design/design_ui_benefits_gini_households_q_h4_shock_oosexpanding.csv","cf","dass_20260406T171343Z","2026-04-06T17:13:43Z","config_dass_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dass-R/config_dass_poverty_outcomes_bridge.R",0.98671096345515,NA,NA
